timestamp,eyeLookDownLeft,noseSneerLeft,eyeLookInLeft,browInnerUp,browDownRight,mouthClose,mouthLowerDownRight,jawOpen,mouthUpperUpRight,mouthShrugUpper,mouthFunnel,eyeLookInRight,eyeLookDownRight,noseSneerRight,mouthRollUpper,jawRight,browDownLeft,mouthShrugLower,mouthRollLower,mouthSmileLeft,mouthPressLeft,mouthSmileRight,mouthPressRight,mouthDimpleRight,mouthLeft,jawForward,eyeSquintLeft,mouthFrownLeft,eyeBlinkLeft,cheekSquintLeft,browOuterUpLeft,eyeLookUpLeft,jawLeft,mouthStretchLeft,mouthPucker,eyeLookUpRight,browOuterUpRight,cheekSquintRight,eyeBlinkRight,mouthUpperUpLeft,mouthFrownRight,eyeSquintRight,mouthStretchRight,cheekPuff,eyeLookOutLeft,eyeLookOutRight,eyeWideRight,eyeWideLeft,mouthRight,mouthDimpleLeft,mouthLowerDownLeft,tongueOut,viseme_PP,viseme_CH,viseme_o,viseme_O,viseme_i,viseme_I,viseme_RR,viseme_XX,viseme_aa,viseme_FF,viseme_u,viseme_U,viseme_TH,viseme_kk,viseme_SS,viseme_e,viseme_DD,viseme_E,viseme_nn,viseme_sil
0.815,0.0555,0.5506,0.0386,0.4522,0.0371,0.1134,0.6881,0.0232,0.2029,0.0274,0.0592,0.1731,0.0555,0.5013,0.0010,0.0008,0.0371,0.0018,0.0322,0.4892,0.0745,0.4747,0.0394,0.0166,0.0128,0.0018,0.0357,0.0338,0.0409,0.0019,0.4522,0.1238,0.0017,0.0017,0.0021,0.1238,0.4522,0.0144,0.0409,0.2058,0.0407,0.0245,0.0014,0.0048,0.1731,0.0386,0.0493,0.0493,0.0192,0.0132,0.6837,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
0.859,0.0559,0.5538,0.0377,0.4133,0.0314,0.1134,0.6734,0.0231,0.1985,0.0289,0.0591,0.1091,0.0559,0.5062,0.0010,0.0008,0.0314,0.0018,0.0321,0.4918,0.1032,0.4774,0.0511,0.0190,0.0128,0.0018,0.0357,0.0324,0.0283,0.0019,0.4133,0.1157,0.0017,0.0017,0.0020,0.1157,0.4133,0.0145,0.0283,0.2008,0.0391,0.0246,0.0014,0.0056,0.1091,0.0377,0.3378,0.3378,0.0192,0.0150,0.6711,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
0.893,0.0558,0.5559,0.0359,0.4261,0.0447,0.1134,0.6164,0.0231,0.1880,0.0367,0.0591,0.2341,0.0558,0.5092,0.0010,0.0008,0.0447,0.0017,0.0321,0.4918,0.1209,0.4774,0.0586,0.0199,0.0128,0.0017,0.0357,0.0311,0.1246,0.0018,0.4261,0.1362,0.0017,0.0017,0.0020,0.1362,0.4261,0.0146,0.1246,0.1893,0.0375,0.0260,0.0014,0.0060,0.2341,0.0359,0.0367,0.0367,0.0192,0.0155,0.6156,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
0.937,0.0562,0.5548,0.0346,0.3625,0.0559,0.1136,0.5866,0.0230,0.1830,0.0457,0.0589,0.2802,0.0562,0.5088,0.0010,0.0008,0.0559,0.0017,0.0321,0.4916,0.1239,0.4771,0.0608,0.0201,0.0128,0.0017,0.0357,0.0310,0.1423,0.0018,0.3625,0.1426,0.0016,0.0016,0.0020,0.1426,0.3625,0.0148,0.1423,0.1843,0.0373,0.0271,0.0013,0.0067,0.2802,0.0346,0.0367,0.0367,0.0191,0.0156,0.5857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
0.971,0.0565,0.5550,0.0335,0.3307,0.0730,0.1139,0.5746,0.0230,0.1731,0.0500,0.0588,0.2821,0.0565,0.5094,0.0010,0.0008,0.0730,0.0017,0.0321,0.4916,0.1362,0.4771,0.0641,0.0204,0.0128,0.0017,0.0357,0.0304,0.2107,0.0018,0.3307,0.1649,0.0016,0.0016,0.0020,0.1649,0.3307,0.0146,0.2107,0.1732,0.0366,0.0280,0.0013,0.0078,0.2821,0.0335,0.0367,0.0367,0.0191,0.0157,0.5743,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1.016,0.0574,0.5568,0.0326,0.3127,0.0856,0.1142,0.5744,0.0229,0.1702,0.0502,0.0585,0.2820,0.0574,0.5131,0.0010,0.0008,0.0856,0.0017,0.0321,0.4938,0.1453,0.4787,0.0686,0.0243,0.0128,0.0017,0.0358,0.0272,0.2232,0.0018,0.3127,0.1697,0.0016,0.0016,0.0020,0.1697,0.3127,0.0144,0.2232,0.1697,0.0352,0.0287,0.0013,0.0086,0.2820,0.0326,0.2099,0.2099,0.0191,0.0190,0.5736,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1.059,0.0581,0.5571,0.0325,0.3044,0.0926,0.1144,0.5699,0.0229,0.1656,0.0518,0.0585,0.2808,0.0581,0.5141,0.0010,0.0008,0.0926,0.0017,0.0321,0.4939,0.1510,0.4788,0.0723,0.0248,0.0127,0.0017,0.0358,0.0253,0.2233,0.0018,0.3044,0.1699,0.0016,0.0016,0.0020,0.1699,0.3044,0.0140,0.2233,0.1644,0.0344,0.0293,0.0013,0.0093,0.2808,0.0325,0.2123,0.2123,0.0191,0.0193,0.5675,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1.094,0.0583,0.5571,0.0318,0.3328,0.0900,0.1145,0.5539,0.0228,0.1635,0.0536,0.0584,0.2711,0.0583,0.5141,0.0010,0.0008,0.0900,0.0016,0.0321,0.4939,0.1510,0.4788,0.0724,0.0250,0.0127,0.0017,0.0358,0.0243,0.1992,0.0017,0.3328,0.1714,0.0016,0.0016,0.0020,0.1714,0.3328,0.0140,0.1992,0.1623,0.0340,0.0299,0.0013,0.0097,0.2711,0.0318,0.1812,0.1812,0.0191,0.0195,0.5490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1.137,0.0583,0.5570,0.0311,0.3011,0.1050,0.1147,0.5454,0.0228,0.1615,0.0554,0.0584,0.2692,0.0583,0.5141,0.0010,0.0008,0.1050,0.0016,0.0321,0.4939,0.1528,0.4787,0.0736,0.0253,0.0127,0.0016,0.0358,0.0234,0.2605,0.0017,0.3011,0.1842,0.0016,0.0016,0.0020,0.1842,0.3011,0.0138,0.2605,0.1602,0.0336,0.0304,0.0013,0.0100,0.2692,0.0311,0.0563,0.0563,0.0190,0.0197,0.5406,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1.171,0.0583,0.5570,0.0311,0.3011,0.1050,0.1147,0.5454,0.0228,0.1615,0.0554,0.0584,0.2692,0.0583,0.5141,0.0010,0.0008,0.1050,0.0016,0.0321,0.4939,0.1528,0.4787,0.0736,0.0253,0.0127,0.0016,0.0358,0.0234,0.2605,0.0017,0.3011,0.1842,0.0016,0.0016,0.0020,0.1842,0.3011,0.0138,0.2605,0.1602,0.0336,0.0304,0.0013,0.0100,0.2692,0.0311,0.0563,0.0563,0.0190,0.0197,0.5406,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1.217,0.0584,0.5540,0.0306,0.3335,0.1014,0.1150,0.5446,0.0227,0.1615,0.0559,0.0584,0.2693,0.0584,0.5125,0.0010,0.0008,0.1014,0.0016,0.0322,0.4939,0.1525,0.4787,0.0740,0.0253,0.0127,0.0016,0.0358,0.0231,0.2218,0.0017,0.3335,0.1928,0.0016,0.0015,0.0019,0.1928,0.3335,0.0138,0.2218,0.1602,0.0335,0.0308,0.0013,0.0103,0.2693,0.0306,0.0455,0.0455,0.0190,0.0197,0.5397,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1.260,0.0585,0.5512,0.0301,0.3591,0.1013,0.1151,0.5346,0.0227,0.1611,0.0582,0.0583,0.2712,0.0585,0.5105,0.0010,0.0008,0.1013,0.0016,0.0323,0.4939,0.1524,0.4787,0.0740,0.0253,0.0127,0.0016,0.0359,0.0229,0.2185,0.0017,0.3591,0.2025,0.0015,0.0015,0.0019,0.2025,0.3591,0.0138,0.2185,0.1598,0.0335,0.0311,0.0013,0.0106,0.2712,0.0301,0.0377,0.0377,0.0190,0.0197,0.5293,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1.294,0.0585,0.5520,0.0297,0.3805,0.0988,0.1153,0.5322,0.0226,0.1602,0.0623,0.0583,0.2797,0.0585,0.5117,0.0010,0.0008,0.0988,0.0016,0.0323,0.4939,0.1525,0.4787,0.0742,0.0257,0.0127,0.0016,0.0359,0.0222,0.2089,0.0017,0.3805,0.2120,0.0015,0.0015,0.0019,0.2120,0.3805,0.0138,0.2089,0.1590,0.0331,0.0311,0.0013,0.0110,0.2797,0.0297,0.0347,0.0347,0.0190,0.0199,0.5271,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
